complaint_id,text,category,priority,sentiment,resolution_time
995517,damaged box,Packaging,Medium,Sad,23
484256,damaged box,Packaging,Medium,Sad,11
635197,damaged box,Packaging,Medium,Sad,48
161580,damaged box,Packaging,Medium,Sad,23
290034,damaged box,Packaging,Medium,Sad,28
592103,damaged box,Packaging,Medium,Sad,3
131059,damaged box,Packaging,Medium,Sad,12
461797,damaged box,Packaging,Medium,Sad,9
347123,damaged box,Packaging,Medium,Sad,22
835460,damaged box,Packaging,Medium,Sad,28
897960,damaged box,Packaging,Medium,Sad,48
400335,damaged box,Packaging,Medium,Sad,26
228236,damaged box,Packaging,Medium,Sad,38
420881,damaged box,Packaging,Medium,Sad,40
128170,damaged box,Packaging,Medium,Sad,25
352512,damaged box,Packaging,Medium,Sad,42
195231,damaged box,Packaging,Medium,Sad,42
386489,damaged box,Packaging,Medium,Sad,45
577642,damaged box,Packaging,Medium,Sad,42
619832,damaged box,Packaging,Medium,Sad,3
968302,damaged box,Packaging,Medium,Sad,22
338271,damaged box,Packaging,Medium,Sad,39
849552,damaged box,Packaging,Medium,Sad,30
496972,damaged box,Packaging,Medium,Sad,23
513778,damaged box,Packaging,Medium,Sad,18
243354,damaged box,Packaging,Medium,Sad,26
190953,damaged box,Packaging,Medium,Sad,2
189925,damaged box,Packaging,Medium,Sad,31
740888,damaged box,Packaging,Medium,Sad,46
910842,damaged box,Packaging,Medium,Sad,42
436881,damaged box,Packaging,Medium,Sad,36
377512,damaged box,Packaging,Medium,Sad,5
484086,damaged box,Packaging,Medium,Sad,42
452943,damaged box,Packaging,Medium,Sad,5
254332,damaged box,Packaging,Medium,Sad,21
520418,damaged box,Packaging,Medium,Sad,11
412646,damaged box,Packaging,Medium,Sad,17
203844,damaged box,Packaging,Medium,Sad,20
527806,damaged box,Packaging,Medium,Sad,24
743513,damaged box,Packaging,Medium,Sad,43
396902,damaged box,Packaging,Medium,Sad,15
639084,damaged box,Packaging,Medium,Sad,28
674742,damaged box,Packaging,Medium,Sad,42
649556,damaged box,Packaging,Medium,Sad,33
528581,damaged box,Packaging,Medium,Sad,10
635408,damaged box,Packaging,Medium,Sad,44
670139,damaged box,Packaging,Medium,Sad,27
307270,damaged box,Packaging,Medium,Sad,6
318909,damaged box,Packaging,Medium,Sad,8
254266,damaged box,Packaging,Medium,Sad,18
527107,damaged box,Packaging,Medium,Sad,29
453343,damaged box,Packaging,Medium,Sad,38
643057,damaged box,Packaging,Medium,Sad,23
615867,damaged box,Packaging,Medium,Sad,34
353368,damaged box,Packaging,Medium,Sad,29
977161,damaged box,Packaging,Medium,Sad,7
131085,damaged box,Packaging,Medium,Sad,48
276410,damaged box,Packaging,Medium,Sad,39
432683,damaged box,Packaging,Medium,Sad,48
190404,damaged box,Packaging,Medium,Sad,47
189487,damaged box,Packaging,Medium,Sad,30
606365,damaged box,Packaging,Medium,Sad,20
155032,damaged box,Packaging,Medium,Sad,9
551543,damaged box,Packaging,Medium,Sad,34
409952,damaged box,Packaging,Medium,Sad,19
357963,damaged box,Packaging,Medium,Sad,15
962662,damaged box,Packaging,Medium,Sad,40
158472,damaged box,Packaging,Medium,Sad,6
505365,damaged box,Packaging,Medium,Sad,39
200725,damaged box,Packaging,Medium,Sad,46
653059,damaged box,Packaging,Medium,Sad,23
740374,damaged box,Packaging,Medium,Sad,8
883239,damaged box,Packaging,Medium,Sad,20
665260,damaged box,Packaging,Medium,Sad,5
629624,damaged box,Packaging,Medium,Sad,16
299522,damaged box,Packaging,Medium,Sad,22
282580,damaged box,Packaging,Medium,Sad,39
897923,damaged box,Packaging,Medium,Sad,3
789513,damaged box,Packaging,Medium,Sad,35
920051,damaged box,Packaging,Medium,Sad,4
238956,damaged box,Packaging,Medium,Sad,44
682766,damaged box,Packaging,Medium,Sad,7
590599,damaged box,Packaging,Medium,Sad,3
102977,damaged box,Packaging,Medium,Sad,8
555042,damaged box,Packaging,Medium,Sad,1
583500,damaged box,Packaging,Medium,Sad,2
326861,damaged box,Packaging,Medium,Sad,20
775843,damaged box,Packaging,Medium,Sad,27
784114,damaged box,Packaging,Medium,Sad,20
401120,damaged box,Packaging,Medium,Sad,23
354281,damaged box,Packaging,Medium,Sad,38
506981,damaged box,Packaging,Medium,Sad,40
137725,damaged box,Packaging,Medium,Sad,41
143554,damaged box,Packaging,Medium,Sad,35
819436,damaged box,Packaging,Medium,Sad,9
522870,damaged box,Packaging,Medium,Sad,7
448913,damaged box,Packaging,Medium,Sad,17
462446,damaged box,Packaging,Medium,Sad,29
195340,damaged box,Packaging,Medium,Sad,32
122099,damaged box,Packaging,Medium,Sad,36
420789,damaged box,Packaging,Medium,Sad,24
986580,damaged box,Packaging,Medium,Sad,36
659985,damaged box,Packaging,Medium,Sad,25
360422,damaged box,Packaging,Medium,Sad,3
919549,damaged box,Packaging,Medium,Sad,48
778145,damaged box,Packaging,Medium,Sad,46
149480,damaged box,Packaging,Medium,Sad,26
758646,damaged box,Packaging,Medium,Sad,13
597932,damaged box,Packaging,Medium,Sad,43
771451,damaged box,Packaging,Medium,Sad,32
995617,damaged box,Packaging,Medium,Sad,19
627492,damaged box,Packaging,Medium,Sad,39
287239,damaged box,Packaging,Medium,Sad,48
747756,damaged box,Packaging,Medium,Sad,20
757600,damaged box,Packaging,Medium,Sad,39
944531,damaged box,Packaging,Medium,Sad,36
998824,damaged box,Packaging,Medium,Sad,36
725819,damaged box,Packaging,Medium,Sad,35
495963,damaged box,Packaging,Medium,Sad,3
102663,damaged box,Packaging,Medium,Sad,30
423855,damaged box,Packaging,Medium,Sad,48
459177,damaged box,Packaging,Medium,Sad,32
574919,damaged box,Packaging,Medium,Sad,8
683963,damaged box,Packaging,Medium,Sad,45
478620,damaged box,Packaging,Medium,Sad,41
555701,damaged box,Packaging,Medium,Sad,44
723482,damaged box,Packaging,Medium,Sad,13
283584,damaged box,Packaging,Medium,Sad,5
791175,damaged box,Packaging,Medium,Sad,25
771432,damaged box,Packaging,Medium,Sad,47
682041,damaged box,Packaging,Medium,Sad,21
168475,damaged box,Packaging,Medium,Sad,39
308735,damaged box,Packaging,Medium,Sad,18
242262,damaged box,Packaging,Medium,Sad,10
699933,damaged box,Packaging,Medium,Sad,1
574102,damaged box,Packaging,Medium,Sad,3
697510,damaged box,Packaging,Medium,Sad,20
527053,damaged box,Packaging,Medium,Sad,34
630655,damaged box,Packaging,Medium,Sad,40
419338,damaged box,Packaging,Medium,Sad,27
560273,damaged box,Packaging,Medium,Sad,33
820774,damaged box,Packaging,Medium,Sad,48
461960,damaged box,Packaging,Medium,Sad,13
722336,damaged box,Packaging,Medium,Sad,36
576556,damaged box,Packaging,Medium,Sad,24
659863,damaged box,Packaging,Medium,Sad,36
849577,damaged box,Packaging,Medium,Sad,44
322761,damaged box,Packaging,Medium,Sad,20
867036,damaged box,Packaging,Medium,Sad,23
625362,damaged box,Packaging,Medium,Sad,27
130233,damaged box,Packaging,Medium,Sad,1
917770,damaged box,Packaging,Medium,Sad,33
361265,damaged box,Packaging,Medium,Sad,17
226260,damaged box,Packaging,Medium,Sad,23
737169,damaged box,Packaging,Medium,Sad,47
323900,damaged box,Packaging,Medium,Sad,38
709877,damaged box,Packaging,Medium,Sad,45
828986,damaged box,Packaging,Medium,Sad,30
669227,damaged box,Packaging,Medium,Sad,3
676055,damaged box,Packaging,Medium,Sad,26
658417,damaged box,Packaging,Medium,Sad,14
793767,damaged box,Packaging,Medium,Sad,6
939289,damaged box,Packaging,Medium,Sad,40
297804,damaged box,Packaging,Medium,Sad,36
337278,damaged box,Packaging,Medium,Sad,9
932381,damaged box,Packaging,Medium,Sad,39
808906,damaged box,Packaging,Medium,Sad,18
546903,damaged box,Packaging,Medium,Sad,2
828786,damaged box,Packaging,Medium,Sad,8
105805,damaged box,Packaging,Medium,Sad,31
771917,damaged box,Packaging,Medium,Sad,22
947672,damaged box,Packaging,Medium,Sad,36
131721,damaged box,Packaging,Medium,Sad,5
112831,damaged box,Packaging,Medium,Sad,47
677574,damaged box,Packaging,Medium,Sad,48
775378,damaged box,Packaging,Medium,Sad,17
472427,damaged box,Packaging,Medium,Sad,20
539761,damaged box,Packaging,Medium,Sad,13
572141,damaged box,Packaging,Medium,Sad,48
612517,damaged box,Packaging,Medium,Sad,34
248467,damaged box,Packaging,Medium,Sad,38
781911,damaged box,Packaging,Medium,Sad,12
735724,damaged box,Packaging,Medium,Sad,24
769024,damaged box,Packaging,Medium,Sad,22
877100,damaged box,Packaging,Medium,Sad,21
691067,damaged box,Packaging,Medium,Sad,40
903014,damaged box,Packaging,Medium,Sad,47
207449,damaged box,Packaging,Medium,Sad,42
566410,damaged box,Packaging,Medium,Sad,28
691451,damaged box,Packaging,Medium,Sad,31
987178,damaged box,Packaging,Medium,Sad,40
284983,damaged box,Packaging,Medium,Sad,35
613378,damaged box,Packaging,Medium,Sad,44
436041,damaged box,Packaging,Medium,Sad,17
234544,damaged box,Packaging,Medium,Sad,23
360200,damaged box,Packaging,Medium,Sad,2
281064,damaged box,Packaging,Medium,Sad,35
391895,damaged box,Packaging,Medium,Sad,14
594892,damaged box,Packaging,Medium,Sad,48
533312,damaged box,Packaging,Medium,Sad,37
657946,damaged box,Packaging,Medium,Sad,25
994555,damaged box,Packaging,Medium,Sad,10
913770,damaged box,Packaging,Medium,Sad,46
991119,damaged box,Packaging,Medium,Sad,3
322227,damaged box,Packaging,Medium,Sad,43
911354,damaged box,Packaging,Medium,Sad,16
886327,damaged box,Packaging,Medium,Sad,15
141271,damaged box,Packaging,Medium,Sad,1
857233,damaged box,Packaging,Medium,Sad,21
300706,damaged box,Packaging,Medium,Sad,22
564567,damaged box,Packaging,Medium,Sad,39
288395,damaged box,Packaging,Medium,Sad,35
239147,damaged box,Packaging,Medium,Sad,37
943324,damaged box,Packaging,Medium,Sad,8
544343,damaged box,Packaging,Medium,Sad,24
384739,damaged box,Packaging,Medium,Sad,20
319579,damaged box,Packaging,Medium,Sad,45
584080,damaged box,Packaging,Medium,Sad,22
172119,damaged box,Packaging,Medium,Sad,6
654209,damaged box,Packaging,Medium,Sad,26
457432,damaged box,Packaging,Medium,Sad,17
473612,damaged box,Packaging,Medium,Sad,15
625590,damaged box,Packaging,Medium,Sad,9
573319,damaged box,Packaging,Medium,Sad,46
934062,damaged box,Packaging,Medium,Sad,4
944211,damaged box,Packaging,Medium,Sad,7
758907,damaged box,Packaging,Medium,Sad,20
308843,damaged box,Packaging,Medium,Sad,4
792468,damaged box,Packaging,Medium,Sad,11
835552,damaged box,Packaging,Medium,Sad,12
596799,damaged box,Packaging,Medium,Sad,32
891935,damaged box,Packaging,Medium,Sad,3
433929,damaged box,Packaging,Medium,Sad,46
201404,damaged box,Packaging,Medium,Sad,41
883590,damaged box,Packaging,Medium,Sad,37
796793,damaged box,Packaging,Medium,Sad,20
857836,damaged box,Packaging,Medium,Sad,5
141015,damaged box,Packaging,Medium,Sad,38
283186,damaged box,Packaging,Medium,Sad,21
630696,damaged box,Packaging,Medium,Sad,35
928041,damaged box,Packaging,Medium,Sad,13
664958,damaged box,Packaging,Medium,Sad,30
516070,damaged box,Packaging,Medium,Sad,32
665545,damaged box,Packaging,Medium,Sad,26
201950,damaged box,Packaging,Medium,Sad,7
483936,damaged box,Packaging,Medium,Sad,17
742247,damaged box,Packaging,Medium,Sad,26
853268,damaged box,Packaging,Medium,Sad,41
291306,damaged box,Packaging,Medium,Sad,28
964185,damaged box,Packaging,Medium,Sad,31
860666,damaged box,Packaging,Medium,Sad,39
868585,damaged box,Packaging,Medium,Sad,26
187435,damaged box,Packaging,Medium,Sad,32
272604,damaged box,Packaging,Medium,Sad,16
916166,damaged box,Packaging,Medium,Sad,10
767599,damaged box,Packaging,Medium,Sad,28
202370,damaged box,Packaging,Medium,Sad,6
418839,damaged box,Packaging,Medium,Sad,10
750386,damaged box,Packaging,Medium,Sad,5
568401,damaged box,Packaging,Medium,Sad,7
551709,damaged box,Packaging,Medium,Sad,36
316968,damaged box,Packaging,Medium,Sad,30
437984,damaged box,Packaging,Medium,Sad,30
684333,damaged box,Packaging,Medium,Sad,20
403478,damaged box,Packaging,Medium,Sad,40
479112,damaged box,Packaging,Medium,Sad,40
256861,damaged box,Packaging,Medium,Sad,9
689109,damaged box,Packaging,Medium,Sad,48
953346,damaged box,Packaging,Medium,Sad,10
984159,damaged box,Packaging,Medium,Sad,17
839171,damaged box,Packaging,Medium,Sad,47
113375,damaged box,Packaging,Medium,Sad,38
155901,damaged box,Packaging,Medium,Sad,22
704302,damaged box,Packaging,Medium,Sad,29
870866,damaged box,Packaging,Medium,Sad,35
234831,damaged box,Packaging,Medium,Sad,42
681165,damaged box,Packaging,Medium,Sad,37
125771,damaged box,Packaging,Medium,Sad,46
114543,damaged box,Packaging,Medium,Sad,48
864123,damaged box,Packaging,Medium,Sad,23
366279,damaged box,Packaging,Medium,Sad,23
912833,damaged box,Packaging,Medium,Sad,19
445424,damaged box,Packaging,Medium,Sad,13
490230,damaged box,Packaging,Medium,Sad,22
480961,damaged box,Packaging,Medium,Sad,19
212160,damaged box,Packaging,Medium,Sad,13
605053,damaged box,Packaging,Medium,Sad,24
473455,damaged box,Packaging,Medium,Sad,48
622312,damaged box,Packaging,Medium,Sad,34
924789,damaged box,Packaging,Medium,Sad,11
630574,damaged box,Packaging,Medium,Sad,32
723290,damaged box,Packaging,Medium,Sad,4
951540,damaged box,Packaging,Medium,Sad,2
763121,damaged box,Packaging,Medium,Sad,11
922738,damaged box,Packaging,Medium,Sad,4
226421,damaged box,Packaging,Medium,Sad,8
906270,damaged box,Packaging,Medium,Sad,19
617901,damaged box,Packaging,Medium,Sad,23
983755,damaged box,Packaging,Medium,Sad,41
327838,damaged box,Packaging,Medium,Sad,28
995301,damaged box,Packaging,Medium,Sad,37
191303,damaged box,Packaging,Medium,Sad,36
465055,damaged box,Packaging,Medium,Sad,33
560707,damaged box,Packaging,Medium,Sad,35
373781,damaged box,Packaging,Medium,Sad,6
391189,damaged box,Packaging,Medium,Sad,33
984596,damaged box,Packaging,Medium,Sad,9
435757,damaged box,Packaging,Medium,Sad,40
358956,damaged box,Packaging,Medium,Sad,19
213911,damaged box,Packaging,Medium,Sad,21
888891,damaged box,Packaging,Medium,Sad,3
197250,damaged box,Packaging,Medium,Sad,45
390548,damaged box,Packaging,Medium,Sad,46
796093,damaged box,Packaging,Medium,Sad,11
104239,damaged box,Packaging,Medium,Sad,25
798481,damaged box,Packaging,Medium,Sad,22
945625,damaged box,Packaging,Medium,Sad,36
751704,damaged box,Packaging,Medium,Sad,39
328905,damaged box,Packaging,Medium,Sad,40
763600,damaged box,Packaging,Medium,Sad,30
999964,damaged box,Packaging,Medium,Sad,27
318686,damaged box,Packaging,Medium,Sad,3
520379,damaged box,Packaging,Medium,Sad,46
563990,damaged box,Packaging,Medium,Sad,39
540348,damaged box,Packaging,Medium,Sad,26
314311,damaged box,Packaging,Medium,Sad,13
666811,damaged box,Packaging,Medium,Sad,3
621681,damaged box,Packaging,Medium,Sad,38
157399,damaged box,Packaging,Medium,Sad,42
457542,damaged box,Packaging,Medium,Sad,19
558635,damaged box,Packaging,Medium,Sad,48
882762,damaged box,Packaging,Medium,Sad,46
478483,damaged box,Packaging,Medium,Sad,8
629732,damaged box,Packaging,Medium,Sad,12
814894,damaged box,Packaging,Medium,Sad,15
608372,damaged box,Packaging,Medium,Sad,41
890455,damaged box,Packaging,Medium,Sad,43
242206,damaged box,Packaging,Medium,Sad,17
291084,damaged box,Packaging,Medium,Sad,33
376461,damaged box,Packaging,Medium,Sad,28
854357,damaged box,Packaging,Medium,Sad,1
416508,damaged box,Packaging,Medium,Sad,14
857358,damaged box,Packaging,Medium,Sad,29
632296,damaged box,Packaging,Medium,Sad,33
317560,damaged box,Packaging,Medium,Sad,31
945864,damaged box,Packaging,Medium,Sad,20
965349,damaged box,Packaging,Medium,Sad,43
379043,damaged box,Packaging,Medium,Sad,10
337630,damaged box,Packaging,Medium,Sad,30
303275,damaged box,Packaging,Medium,Sad,46
508241,damaged box,Packaging,Medium,Sad,25
144361,damaged box,Packaging,Medium,Sad,32
919665,damaged box,Packaging,Medium,Sad,3
358118,damaged box,Packaging,Medium,Sad,40
572460,damaged box,Packaging,Medium,Sad,17
165607,damaged box,Packaging,Medium,Sad,25
111406,damaged box,Packaging,Medium,Sad,21
644496,damaged box,Packaging,Medium,Sad,23
729035,damaged box,Packaging,Medium,Sad,17
514073,damaged box,Packaging,Medium,Sad,32
147426,damaged box,Packaging,Medium,Sad,48
590635,damaged box,Packaging,Medium,Sad,29
636020,damaged box,Packaging,Medium,Sad,41
152178,damaged box,Packaging,Medium,Sad,29
899883,damaged box,Packaging,Medium,Sad,29
273483,damaged box,Packaging,Medium,Sad,42
325551,damaged box,Packaging,Medium,Sad,11
162979,damaged box,Packaging,Medium,Sad,10
116438,damaged box,Packaging,Medium,Sad,11
355315,damaged box,Packaging,Medium,Sad,17
818959,damaged box,Packaging,Medium,Sad,10
510308,damaged box,Packaging,Medium,Sad,39
159499,damaged box,Packaging,Medium,Sad,11
676858,damaged box,Packaging,Medium,Sad,35
343387,damaged box,Packaging,Medium,Sad,46
969514,damaged box,Packaging,Medium,Sad,27
729436,damaged box,Packaging,Medium,Sad,29
755860,damaged box,Packaging,Medium,Sad,6
520136,damaged box,Packaging,Medium,Sad,31
764293,damaged box,Packaging,Medium,Sad,25
904136,damaged box,Packaging,Medium,Sad,16
162751,damaged box,Packaging,Medium,Sad,41
838244,damaged box,Packaging,Medium,Sad,24
391582,damaged box,Packaging,Medium,Sad,41
959514,damaged box,Packaging,Medium,Sad,14
939426,damaged box,Packaging,Medium,Sad,25
904638,damaged box,Packaging,Medium,Sad,22
659067,damaged box,Packaging,Medium,Sad,8
411505,damaged box,Packaging,Medium,Sad,43
786431,damaged box,Packaging,Medium,Sad,35
143352,damaged box,Packaging,Medium,Sad,19
459330,damaged box,Packaging,Medium,Sad,20
622238,damaged box,Packaging,Medium,Sad,21
438130,damaged box,Packaging,Medium,Sad,20
301121,damaged box,Packaging,Medium,Sad,39
131958,damaged box,Packaging,Medium,Sad,7
115704,damaged box,Packaging,Medium,Sad,33
824136,damaged box,Packaging,Medium,Sad,34
152495,damaged box,Packaging,Medium,Sad,37
557632,damaged box,Packaging,Medium,Sad,33
559681,damaged box,Packaging,Medium,Sad,32
704707,damaged box,Packaging,Medium,Sad,22
260306,damaged box,Packaging,Medium,Sad,47
670909,damaged box,Packaging,Medium,Sad,35
689631,damaged box,Packaging,Medium,Sad,3
206302,damaged box,Packaging,Medium,Sad,33
259394,damaged box,Packaging,Medium,Sad,45
542335,damaged box,Packaging,Medium,Sad,1
178860,damaged box,Packaging,Medium,Sad,27
424503,damaged box,Packaging,Medium,Sad,2
387513,damaged box,Packaging,Medium,Sad,20
245670,damaged box,Packaging,Medium,Sad,29
483609,damaged box,Packaging,Medium,Sad,30
722281,damaged box,Packaging,Medium,Sad,19
628942,damaged box,Packaging,Medium,Sad,42
125154,damaged box,Packaging,Medium,Sad,4
765537,damaged box,Packaging,Medium,Sad,42
820260,damaged box,Packaging,Medium,Sad,2
239938,damaged box,Packaging,Medium,Sad,5
353613,damaged box,Packaging,Medium,Sad,24
107130,damaged box,Packaging,Medium,Sad,42
982376,damaged box,Packaging,Medium,Sad,16
349711,damaged box,Packaging,Medium,Sad,45
600918,damaged box,Packaging,Medium,Sad,22
539803,damaged box,Packaging,Medium,Sad,22
282730,damaged box,Packaging,Medium,Sad,30
243809,damaged box,Packaging,Medium,Sad,22
110151,damaged box,Packaging,Medium,Sad,37
634614,damaged box,Packaging,Medium,Sad,28
984655,damaged box,Packaging,Medium,Sad,23
622953,damaged box,Packaging,Medium,Sad,37
542845,damaged box,Packaging,Medium,Sad,6
771331,damaged box,Packaging,Medium,Sad,14
596825,damaged box,Packaging,Medium,Sad,7
281903,damaged box,Packaging,Medium,Sad,14
170912,damaged box,Packaging,Medium,Sad,32
764622,damaged box,Packaging,Medium,Sad,37
522252,damaged box,Packaging,Medium,Sad,36
922689,damaged box,Packaging,Medium,Sad,22
415646,damaged box,Packaging,Medium,Sad,45
468040,damaged box,Packaging,Medium,Sad,29
203549,damaged box,Packaging,Medium,Sad,41
349331,damaged box,Packaging,Medium,Sad,17
982089,damaged box,Packaging,Medium,Sad,47
390418,damaged box,Packaging,Medium,Sad,13
852928,damaged box,Packaging,Medium,Sad,43
187264,damaged box,Packaging,Medium,Sad,40
741295,damaged box,Packaging,Medium,Sad,27
427622,damaged box,Packaging,Medium,Sad,36
745894,damaged box,Packaging,Medium,Sad,16
463105,damaged box,Packaging,Medium,Sad,45
895936,damaged box,Packaging,Medium,Sad,25
140831,damaged box,Packaging,Medium,Sad,47
214593,damaged box,Packaging,Medium,Sad,18
123306,damaged box,Packaging,Medium,Sad,21
661008,damaged box,Packaging,Medium,Sad,21
753217,damaged box,Packaging,Medium,Sad,38
135694,damaged box,Packaging,Medium,Sad,26
120667,damaged box,Packaging,Medium,Sad,29
546775,damaged box,Packaging,Medium,Sad,39
706798,damaged box,Packaging,Medium,Sad,27
259417,damaged box,Packaging,Medium,Sad,37
673701,damaged box,Packaging,Medium,Sad,41
957702,damaged box,Packaging,Medium,Sad,5
182210,damaged box,Packaging,Medium,Sad,42
698798,damaged box,Packaging,Medium,Sad,41
560818,damaged box,Packaging,Medium,Sad,1
830101,damaged box,Packaging,Medium,Sad,15
313789,damaged box,Packaging,Medium,Sad,19
559802,damaged box,Packaging,Medium,Sad,12
453464,damaged box,Packaging,Medium,Sad,15
212934,damaged box,Packaging,Medium,Sad,25
402881,damaged box,Packaging,Medium,Sad,17
766967,damaged box,Packaging,Medium,Sad,5
449806,damaged box,Packaging,Medium,Sad,5
754162,damaged box,Packaging,Medium,Sad,27
436347,damaged box,Packaging,Medium,Sad,19
654321,damaged box,Packaging,Medium,Sad,16
901082,damaged box,Packaging,Medium,Sad,40
328944,damaged box,Packaging,Medium,Sad,4
124455,damaged box,Packaging,Medium,Sad,24
661372,broken package,Packaging,Medium,Frustrated,14
948644,broken package,Packaging,Medium,Frustrated,29
125005,broken package,Packaging,Medium,Frustrated,39
388011,broken package,Packaging,Medium,Frustrated,3
422233,broken package,Packaging,Medium,Frustrated,29
936117,broken package,Packaging,Medium,Frustrated,42
595129,broken package,Packaging,Medium,Frustrated,15
850552,broken package,Packaging,Medium,Frustrated,36
569223,broken package,Packaging,Medium,Frustrated,30
544982,broken package,Packaging,Medium,Frustrated,23
921960,broken package,Packaging,Medium,Frustrated,35
329823,broken package,Packaging,Medium,Frustrated,13
110149,broken package,Packaging,Medium,Frustrated,8
175129,broken package,Packaging,Medium,Frustrated,9
638109,broken package,Packaging,Medium,Frustrated,3
804364,broken package,Packaging,Medium,Frustrated,43
209484,broken package,Packaging,Medium,Frustrated,36
923762,broken package,Packaging,Medium,Frustrated,23
641370,broken package,Packaging,Medium,Frustrated,6
100792,broken package,Packaging,Medium,Frustrated,6
140866,broken package,Packaging,Medium,Frustrated,12
410985,broken package,Packaging,Medium,Frustrated,28
819437,broken package,Packaging,Medium,Frustrated,25
819317,broken package,Packaging,Medium,Frustrated,38
533412,broken package,Packaging,Medium,Frustrated,4
904138,broken package,Packaging,Medium,Frustrated,46
333554,broken package,Packaging,Medium,Frustrated,44
375544,broken package,Packaging,Medium,Frustrated,14
543887,broken package,Packaging,Medium,Frustrated,10
758115,broken package,Packaging,Medium,Frustrated,17
710698,broken package,Packaging,Medium,Frustrated,21
304046,broken package,Packaging,Medium,Frustrated,23
111463,broken package,Packaging,Medium,Frustrated,48
406860,broken package,Packaging,Medium,Frustrated,9
617264,broken package,Packaging,Medium,Frustrated,40
746131,broken package,Packaging,Medium,Frustrated,20
852639,broken package,Packaging,Medium,Frustrated,6
317048,broken package,Packaging,Medium,Frustrated,48
204612,broken package,Packaging,Medium,Frustrated,22
565235,broken package,Packaging,Medium,Frustrated,21
267351,broken package,Packaging,Medium,Frustrated,7
664050,broken package,Packaging,Medium,Frustrated,38
985485,broken package,Packaging,Medium,Frustrated,3
464551,broken package,Packaging,Medium,Frustrated,5
160326,broken package,Packaging,Medium,Frustrated,18
526130,broken package,Packaging,Medium,Frustrated,21
356511,broken package,Packaging,Medium,Frustrated,11
217936,broken package,Packaging,Medium,Frustrated,15
329636,broken package,Packaging,Medium,Frustrated,29
101083,broken package,Packaging,Medium,Frustrated,44
709877,broken package,Packaging,Medium,Frustrated,7
467198,broken package,Packaging,Medium,Frustrated,37
279785,broken package,Packaging,Medium,Frustrated,34
901262,broken package,Packaging,Medium,Frustrated,2
833143,broken package,Packaging,Medium,Frustrated,47
842200,broken package,Packaging,Medium,Frustrated,14
817607,broken package,Packaging,Medium,Frustrated,32
731008,broken package,Packaging,Medium,Frustrated,9
696563,broken package,Packaging,Medium,Frustrated,48
980264,broken package,Packaging,Medium,Frustrated,18
832531,broken package,Packaging,Medium,Frustrated,5
993753,broken package,Packaging,Medium,Frustrated,29
218946,broken package,Packaging,Medium,Frustrated,6
737293,broken package,Packaging,Medium,Frustrated,19
251191,broken package,Packaging,Medium,Frustrated,23
781866,broken package,Packaging,Medium,Frustrated,15
371709,broken package,Packaging,Medium,Frustrated,47
135005,broken package,Packaging,Medium,Frustrated,31
367940,broken package,Packaging,Medium,Frustrated,44
782839,broken package,Packaging,Medium,Frustrated,37
714709,broken package,Packaging,Medium,Frustrated,22
799306,broken package,Packaging,Medium,Frustrated,10
783096,broken package,Packaging,Medium,Frustrated,27
931295,broken package,Packaging,Medium,Frustrated,8
494166,broken package,Packaging,Medium,Frustrated,16
974908,broken package,Packaging,Medium,Frustrated,28
268644,broken package,Packaging,Medium,Frustrated,47
147859,broken package,Packaging,Medium,Frustrated,32
496639,broken package,Packaging,Medium,Frustrated,27
499072,broken package,Packaging,Medium,Frustrated,8
409502,broken package,Packaging,Medium,Frustrated,44
180568,broken package,Packaging,Medium,Frustrated,5
438627,broken package,Packaging,Medium,Frustrated,15
104399,broken package,Packaging,Medium,Frustrated,19
475557,broken package,Packaging,Medium,Frustrated,4
885007,broken package,Packaging,Medium,Frustrated,26
204577,broken package,Packaging,Medium,Frustrated,37
810320,broken package,Packaging,Medium,Frustrated,47
702531,broken package,Packaging,Medium,Frustrated,37
221014,broken package,Packaging,Medium,Frustrated,29
880752,broken package,Packaging,Medium,Frustrated,14
944719,broken package,Packaging,Medium,Frustrated,5
531406,broken package,Packaging,Medium,Frustrated,22
292336,broken package,Packaging,Medium,Frustrated,43
403357,broken package,Packaging,Medium,Frustrated,27
686983,broken package,Packaging,Medium,Frustrated,32
723301,broken package,Packaging,Medium,Frustrated,30
529085,broken package,Packaging,Medium,Frustrated,8
958485,broken package,Packaging,Medium,Frustrated,4
628639,broken package,Packaging,Medium,Frustrated,19
792084,broken package,Packaging,Medium,Frustrated,39
350791,broken package,Packaging,Medium,Frustrated,27
293478,broken package,Packaging,Medium,Frustrated,12
949933,broken package,Packaging,Medium,Frustrated,7
608183,broken package,Packaging,Medium,Frustrated,47
914848,broken package,Packaging,Medium,Frustrated,43
396677,broken package,Packaging,Medium,Frustrated,38
538094,broken package,Packaging,Medium,Frustrated,16
790263,broken package,Packaging,Medium,Frustrated,33
446570,broken package,Packaging,Medium,Frustrated,9
276959,broken package,Packaging,Medium,Frustrated,39
666035,broken package,Packaging,Medium,Frustrated,4
413976,broken package,Packaging,Medium,Frustrated,17
381556,broken package,Packaging,Medium,Frustrated,31
868831,broken package,Packaging,Medium,Frustrated,6
806722,broken package,Packaging,Medium,Frustrated,33
951330,broken package,Packaging,Medium,Frustrated,36
365608,broken package,Packaging,Medium,Frustrated,27
301803,broken package,Packaging,Medium,Frustrated,10
109940,broken package,Packaging,Medium,Frustrated,23
544137,broken package,Packaging,Medium,Frustrated,47
